Nodes Removed,Fraction of Nodes Removed,Core Proportion
288,0.01789820396494935,0.00596606798831645
289,0.017960350506494315,0.00596606798831645
290,0.018022497048039276,0.00596606798831645
291,0.01808464358958424,0.00596606798831645
292,0.018146790131129204,0.00596606798831645
293,0.018208936672674165,0.00596606798831645
294,0.01827108321421913,0.00596606798831645
295,0.018333229755764093,0.00596606798831645
296,0.018395376297309054,0.00596606798831645
297,0.018457522838854018,0.00596606798831645
298,0.018519669380398982,0.00596606798831645
299,0.018581815921943943,0.00596606798831645
300,0.018643962463488907,0.00596606798831645
301,0.01870610900503387,0.00596606798831645
302,0.018768255546578832,0.00596606798831645
303,0.018830402088123796,0.00596606798831645
304,0.01889254862966876,0.00596606798831645
305,0.01895469517121372,0.00596606798831645
306,0.019016841712758685,0.00596606798831645
307,0.01907898825430365,0.00596606798831645
308,0.01914113479584861,0.00596606798831645
309,0.019203281337393574,0.00596606798831645
310,0.019265427878938538,0.00596606798831645
311,0.0193275744204835,0.00596606798831645
312,0.019389720962028463,0.00596606798831645
313,0.019451867503573427,0.00596606798831645
314,0.019514014045118388,0.00596606798831645
315,0.019576160586663352,0.00596606798831645
316,0.019638307128208316,0.00596606798831645
317,0.019700453669753277,0.00596606798831645
318,0.01976260021129824,0.00596606798831645
319,0.019824746752843205,0.00596606798831645
320,0.019886893294388166,0.00596606798831645
321,0.01994903983593313,0.00596606798831645
322,0.020011186377478094,0.00596606798831645
323,0.020073332919023055,0.00596606798831645
324,0.02013547946056802,0.00596606798831645
325,0.020197626002112983,0.00596606798831645
326,0.020259772543657944,0.00596606798831645
327,0.020321919085202908,0.00596606798831645
328,0.020384065626747872,0.00596606798831645
329,0.020446212168292833,0.00596606798831645
330,0.020508358709837797,0.00596606798831645
331,0.02057050525138276,0.00596606798831645
332,0.020632651792927722,0.00596606798831645
333,0.020694798334472686,0.00596606798831645
334,0.02075694487601765,0.00596606798831645
335,0.020819091417562614,0.00596606798831645
336,0.020881237959107575,0.00596606798831645
337,0.02094338450065254,0.00596606798831645
338,0.021005531042197503,0.00596606798831645
339,0.021067677583742464,0.00596606798831645
340,0.021129824125287428,0.00596606798831645
341,0.021191970666832392,0.00596606798831645
342,0.021254117208377353,0.00596606798831645
343,0.021316263749922317,0.00596606798831645
344,0.02137841029146728,0.00596606798831645
345,0.021440556833012242,0.00596606798831645
346,0.021502703374557206,0.00596606798831645
347,0.02156484991610217,0.00596606798831645
348,0.02162699645764713,0.00596606798831645
349,0.021689142999192095,0.00596606798831645
350,0.02175128954073706,0.00596606798831645
351,0.02181343608228202,0.00596606798831645
352,0.021875582623826984,0.004847430240507116
353,0.02193772916537195,0.004847430240507116
354,0.02199987570691691,0.004847430240507116
355,0.022062022248461873,0.004847430240507116
356,0.022124168790006837,0.004847430240507116
357,0.022186315331551798,0.004847430240507116
358,0.022248461873096762,0.004847430240507116
359,0.022310608414641726,0.004847430240507116
360,0.022372754956186687,0.004847430240507116
361,0.02243490149773165,0.004847430240507116
362,0.022497048039276615,0.004847430240507116
363,0.022559194580821576,0.004847430240507116
364,0.02262134112236654,0.004847430240507116
365,0.022683487663911504,0.004847430240507116
366,0.022745634205456465,0.004847430240507116
367,0.02280778074700143,0.004847430240507116
368,0.022869927288546393,0.004847430240507116
369,0.022932073830091354,0.004847430240507116
370,0.022994220371636318,0.004847430240507116
371,0.023056366913181282,0.004847430240507116
372,0.023118513454726243,0.004847430240507116
373,0.023180659996271207,0.004847430240507116
374,0.02324280653781617,0.004847430240507116
375,0.023304953079361132,0.00472313715741719
376,0.023367099620906096,0.00472313715741719
377,0.02342924616245106,0.00472313715741719
378,0.02349139270399602,0.00472313715741719
379,0.023553539245540985,0.00472313715741719
380,0.02361568578708595,0.00472313715741719
381,0.02367783232863091,0.00472313715741719
382,0.023739978870175874,0.00472313715741719
383,0.02380212541172084,0.00472313715741719
384,0.0238642719532658,0.00472313715741719
385,0.023926418494810763,0.00472313715741719
386,0.023988565036355727,0.00472313715741719
387,0.02405071157790069,0.00472313715741719
388,0.024112858119445652,0.00472313715741719
389,0.024175004660990616,0.00472313715741719
390,0.02423715120253558,0.00472313715741719
391,0.02429929774408054,0.00472313715741719
392,0.024361444285625505,0.00472313715741719
393,0.02442359082717047,0.00472313715741719
394,0.02448573736871543,0.00472313715741719
395,0.024547883910260394,0.00472313715741719
396,0.02461003045180536,0.00472313715741719
397,0.02467217699335032,0.00472313715741719
398,0.024734323534895283,0.00472313715741719
399,0.024796470076440248,0.00472313715741719
400,0.024858616617985208,0.00472313715741719
401,0.024920763159530172,0.00472313715741719
402,0.024982909701075137,0.00472313715741719
403,0.025045056242620097,0.00472313715741719
404,0.02510720278416506,0.00472313715741719
405,0.025169349325710026,0.00472313715741719
406,0.025231495867254986,0.00472313715741719
407,0.02529364240879995,0.00472313715741719
408,0.025355788950344915,0.00472313715741719
409,0.025417935491889875,0.00472313715741719
410,0.02548008203343484,0.00472313715741719
411,0.025542228574979804,0.00472313715741719
412,0.025604375116524764,0.00472313715741719
413,0.02566652165806973,0.00472313715741719
